game_title,user_review_count,critic_review_count,developer,platforms,platform_count,Avg_Rank,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales,metascore,Difficulty_Easy,Difficulty_Just_Right,Difficulty_Simple,Difficulty_Tough,Difficulty_Unforgiving,Play Time_<_1_Hour,Play Time_>=_80_Hours,Play Time_~1_Hour,Play Time_~12_Hours,Play Time_~2_Hours,Play Time_~20_Hours,Play Time_~4_Hours,Play Time_~40_Hours,Play Time_~60_Hours,Play Time_~8_Hours,Completion_Beat_It,Completion_Conquered_It,Completion_Halfway,Completion_Played_It,Completion_Tried_It
anarchy reigns,121.0,38.0,PlatinumGames,"playstation-3, xbox-360",2.0,7969.0,2012,Action,Sega,0.21,0.05,0.08,0.03,0.37,73,8.61,73.41,0.75,16.1,1.12,0.51,26.9,0.0,20.81,1.52,19.29,5.58,3.55,2.03,19.8,42.62,27.86,8.64,13.93,6.96
angry birds,84.0,14.0,Rovio Entertainment,"pc, psp",2.0,6919.0,2011,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05,0.2299999999999999,77,10.33,51.67,4.67,29.67,3.67,0.79,12.6,1.57,12.6,3.15,22.05,12.6,8.66,8.66,17.32,24.9,9.29,22.33,31.23,12.25
angry birds trilogy,34.0,13.0,Rovio Entertainment,"playstation-3, xbox-360, wii-u, 3ds, playstation-vita",5.0,6063.67,2012,Action,Activision,0.6799999999999999,0.28,0.0,0.09,1.05,63,9.52,44.76,6.67,35.24,3.81,6.06,18.18,3.03,6.06,0.0,18.18,0.0,30.3,12.12,6.06,20.0,5.0,23.75,41.25,10.0
animal crossing,165.0,42.0,Nintendo,gamecube,1.0,436.0,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.16,87,34.13,41.09,22.44,1.83,0.51,0.43,71.01,0.11,1.85,0.22,4.78,1.09,9.88,9.34,1.3,27.94,22.23,8.22,32.9,8.71
animal crossing: amiibo festival,266.0,20.0,Nd Cube,wii-u,1.0,4659.0,2015,Misc,Nintendo,0.19,0.11,0.09,0.03,0.42,46,28.85,23.56,45.19,0.96,1.44,4.63,12.96,5.56,10.19,3.7,25.93,12.04,9.26,2.78,12.96,32.26,14.11,6.85,36.69,10.08
animal crossing: city folk,146.0,50.0,Nintendo,wii,1.0,227.0,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.680000000000001,73,33.44,44.12,19.98,2.0,0.46,0.78,62.36,0.16,4.67,0.78,5.13,1.87,9.64,12.44,2.18,16.76,9.94,9.03,43.52,20.74
animal crossing: happy home designer,143.0,61.0,Nintendo,3ds,1.0,477.0,2015,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98,66,26.51,13.25,59.45,0.52,0.26,0.28,28.25,0.83,13.3,3.05,11.63,3.32,22.16,10.8,6.37,29.46,12.3,20.99,34.09,3.16
animal crossing: new leaf,976.0,70.0,Nintendo,3ds,1.0,74.0,2012,Simulation,Nintendo,2.01,2.32,4.36,0.41,9.1,88,23.66,61.33,13.09,1.38,0.54,0.36,88.87,0.11,1.1,0.21,1.7,0.49,3.16,3.27,0.74,30.14,14.89,25.0,28.34,1.63
animal crossing: wild world,213.0,57.0,Nintendo,ds,1.0,42.0,2005,Simulation,Nintendo,2.55,3.52,5.33,0.88,12.28,86,43.32,32.29,22.23,1.8,0.36,0.24,67.06,0.48,3.45,0.59,4.4,0.95,11.06,10.58,1.19,21.57,16.03,9.48,42.1,10.82
animaniacs: the great edgar hunt,4.0,14.0,Warthog,"playstation-5, wii-u",2.0,14686.0,2005,Platform,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,65,56.0,36.0,8.0,0.0,0.0,0.0,6.67,0.0,26.67,0.0,40.0,0.0,13.33,6.67,6.67,39.47,23.68,15.79,5.26,15.79
anno 1701: dawn of discovery,22.0,14.0,Sunflowers Interactive,ds,1.0,9119.0,2007,Simulation,Touchstone,0.07,0.06,0.0,0.02,0.15,78,12.77,42.55,0.0,42.55,2.13,0.0,13.04,0.0,4.35,0.0,26.09,0.0,52.17,0.0,4.35,20.37,9.26,16.67,28.7,25.0
anno 2070,556.0,33.0,Blue Byte,pc,1.0,1322.0,2011,Strategy,Ubisoft,0.0,1.13,0.0,0.32,1.45,83,3.82,64.89,0.76,29.77,0.76,0.0,25.42,0.0,3.39,0.0,18.64,0.0,28.81,16.95,6.78,23.88,9.45,18.41,30.35,17.91
anno 2205,338.0,45.0,Blue Byte,pc,1.0,6745.0,2015,Strategy,Ubisoft,0.02,0.22,0.0,0.01,0.25,72,27.27,51.52,12.12,9.09,0.0,0.0,20.0,5.0,30.0,0.0,10.0,0.0,20.0,10.0,5.0,39.02,19.51,21.95,19.51,0.0
ant nation,0.0,7.0,Kouyousha,wii,1.0,11997.0,2009,Simulation,Konami Digital Entertainment,0.06,0.01,0.0,0.01,0.0799999999999999,52,41.67,41.67,0.0,8.33,8.33,0.0,9.09,0.0,45.45,0.0,9.09,18.18,0.0,0.0,18.18,34.62,15.38,0.0,34.62,15.38
apache: air assault,29.0,26.0,Gaijin Entertainment,"playstation-3, xbox-360, pc",3.0,9958.67,2010,Simulation,Activision,0.2299999999999999,0.14,0.0,0.05,0.42,70,4.76,42.86,0.0,33.33,19.05,0.0,15.38,0.0,0.0,0.0,23.08,7.69,46.15,7.69,0.0,20.0,17.78,15.56,22.22,24.44
ape escape 2,51.0,31.0,SCE Japan Studio,playstation-2,1.0,3215.0,2002,Platform,Sony,0.12,0.09,0.38,0.03,0.62,82,20.82,68.16,2.86,7.76,0.41,0.0,2.35,0.0,26.47,0.0,43.53,4.12,12.35,2.94,8.24,38.15,33.63,7.45,12.19,8.58
ape escape 3,43.0,51.0,SCE Japan Studio,playstation-2,1.0,9507.0,2005,Platform,Sony,0.06,0.05,0.0,0.02,0.13,77,26.82,65.52,1.92,4.6,1.15,0.0,4.55,0.57,21.02,1.14,42.61,2.27,13.64,4.55,9.66,39.78,34.95,7.03,10.99,7.25
ape escape academy,10.0,48.0,Shift,psp,1.0,5463.0,2004,Misc,Sony,0.13,0.15,0.0,0.05,0.33,51,14.58,50.0,2.08,20.83,12.5,6.67,6.67,0.0,30.0,3.33,26.67,6.67,0.0,6.67,13.33,27.18,13.59,18.45,23.3,17.48
ape escape: on the loose,15.0,35.0,SIMS,psp,1.0,2928.0,2005,Platform,Sony,0.52,0.01,0.12,0.05,0.7000000000000001,66,17.32,70.08,0.0,11.02,1.57,0.0,7.04,0.0,21.13,0.0,33.8,11.27,5.63,2.82,18.31,30.16,25.79,8.33,21.03,14.68
ape escape: pumped & primed,8.0,21.0,SCEI,playstation-2,1.0,11596.0,2004,Misc,Sony,0.04,0.03,0.0,0.01,0.08,61,12.77,72.34,2.13,10.64,2.13,0.0,8.0,0.0,12.0,4.0,28.0,8.0,20.0,8.0,12.0,38.61,27.72,6.93,16.83,9.9
apollo justice: ace attorney,121.0,48.0,Capcom,"ds, 3ds",2.0,1965.0,2007,Adventure,Capcom,0.32,0.06,0.64,0.04,1.06,78,11.26,75.76,1.39,11.26,0.35,0.0,1.42,0.12,20.28,0.0,57.18,0.95,10.68,0.71,8.66,26.11,57.67,3.28,6.69,6.25
aquaman: battle for atlantis,10.0,13.0,Lucky Chicken,"playstation-5, wii-u",2.0,16160.0,2003,Action,Unknown,0.02,0.0,0.0,0.0,0.02,26,12.0,44.0,28.0,12.0,4.0,0.0,5.88,17.65,11.76,5.88,11.76,29.41,0.0,0.0,17.65,35.9,10.26,2.56,17.95,33.33
aquapazza: aquaplus dream match,23.0,13.0,Examu,playstation-3,1.0,10635.0,2012,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.11,75,7.14,77.55,1.02,13.27,1.02,3.64,12.73,7.27,16.36,0.0,41.82,7.27,7.27,0.0,3.64,37.32,16.2,7.75,30.99,7.75
ar nosurge: ode to an unborn star,60.0,23.0,Gust,"playstation-3, playstation-vita",2.0,11214.5,2014,Role-Playing,Tecmo Koei,0.05,0.04,0.1,0.02,0.21,67,21.33,72.99,3.79,1.42,0.47,1.46,23.36,0.73,2.19,0.0,1.46,0.73,21.9,48.18,0.0,25.56,34.59,9.4,24.06,6.39
ar tonelico qoga: knell of ar ciel,76.0,27.0,Gust,playstation-3,1.0,6935.0,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.23,61,30.51,58.35,4.68,6.24,0.22,0.33,29.47,0.0,0.99,0.0,5.96,0.99,29.47,32.78,0.0,38.4,17.16,9.14,16.42,18.89
ar tonelico: melody of elemia,55.0,30.0,Gust,playstation-2,1.0,10786.0,2006,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1,71,30.31,60.41,3.51,5.57,0.21,0.29,14.29,0.29,1.17,0.0,8.75,0.0,41.11,33.82,0.29,43.33,23.58,7.03,12.72,13.34
arc rise fantasia,46.0,26.0,Imageepoch,wii,1.0,7754.0,2009,Role-Playing,Marvelous,0.13,0.0,0.06,0.01,0.2,64,6.18,35.29,0.0,50.29,8.24,0.0,32.49,1.02,1.02,0.51,3.05,0.51,19.29,41.62,0.51,25.54,16.72,15.02,21.83,20.9
arc the lad: end of darkness,10.0,24.0,Cattle Call,xbox-360,1.0,12344.0,2004,Role-Playing,Sony,0.03,0.02,0.0,0.01,0.06,59,20.19,50.96,2.88,23.08,2.88,1.61,8.06,0.0,3.23,1.61,14.52,1.61,58.06,11.29,0.0,23.86,19.7,9.09,20.08,27.27
arc the lad: twilight of the spirits,43.0,39.0,Cattle Call,playstation-2,1.0,5237.0,2003,Role-Playing,Sony,0.18,0.14,0.0,0.05,0.37,72,14.04,71.63,1.15,11.75,1.43,0.0,11.26,0.0,2.25,0.0,9.01,0.0,51.8,25.68,0.0,33.16,25.29,9.53,16.01,16.01
arcana heart,6.0,12.0,Examu,playstation-2,1.0,8689.0,2007,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.1699999999999999,77,3.68,46.32,0.74,44.85,4.41,8.33,10.71,7.14,16.67,3.57,15.48,8.33,3.57,2.38,23.81,32.94,17.51,3.56,21.66,24.33
arcania: gothic 4,471.0,25.0,Spellbound,"xbox-360, pc",2.0,10528.0,2010,Role-Playing,JoWood Productions,0.16,0.12,0.01,0.04,0.33,63,17.5,75.0,3.75,2.5,1.25,0.0,5.26,0.0,5.26,0.0,42.11,2.63,34.21,5.26,5.26,31.61,10.34,12.64,24.71,20.69
archer maclean's mercury,6.0,39.0,Awesome Studios,psp,1.0,3609.0,2005,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.14,0.55,75,5.66,49.06,0.0,33.96,11.32,4.35,13.04,0.0,30.43,0.0,17.39,4.35,4.35,4.35,21.74,22.22,13.33,13.33,35.56,15.56
arctic thunder,7.0,23.0,Inland Productions,"playstation-2, xbox",2.0,7612.5,2001,Racing,Midway Games,0.26,0.16,0.0,0.05,0.47,45,2.33,41.86,2.33,51.16,2.33,8.11,5.41,2.7,0.0,18.92,0.0,59.46,0.0,0.0,5.41,16.07,53.57,7.14,19.64,3.57
arkanoid ds,9.0,29.0,Taito Corporation,wii,1.0,12430.0,2007,Puzzle,Square,0.06,0.0,0.0,0.0,0.06,61,10.0,48.0,0.0,36.0,6.0,0.0,0.0,0.0,48.15,11.11,18.52,14.81,7.41,0.0,0.0,25.78,12.5,7.03,31.25,23.44
arma ii,374.0,38.0,Bohemia Interactive,pc,1.0,9048.0,2009,Shooter,505 Games,0.0,0.12,0.0,0.03,0.15,77,1.61,16.13,0.0,63.71,18.55,0.0,46.15,2.56,0.0,2.56,10.26,2.56,23.08,10.26,2.56,11.58,6.18,7.72,44.79,29.73
armed and dangerous,15.0,41.0,Planet Moon Studios,"pc, xbox",2.0,9651.0,2003,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.12,79,11.11,66.67,2.78,19.44,0.0,0.0,0.0,0.0,68.0,0.0,16.0,0.0,0.0,0.0,16.0,42.22,21.11,5.56,16.67,14.44
armored core 2: another age,12.0,16.0,From Software,playstation-2,1.0,4749.0,2001,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,75,4.81,47.12,0.0,43.27,4.81,0.0,7.81,0.0,15.63,0.0,29.69,1.56,32.81,4.69,7.81,26.36,35.0,9.09,15.0,14.55
armored core 3,21.0,23.0,From Software,playstation-2,1.0,3025.0,2002,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.6799999999999999,74,2.45,52.15,0.0,39.26,6.13,0.99,6.93,0.0,11.88,0.99,26.73,1.98,37.62,7.92,4.95,32.37,30.06,6.65,17.92,13.01
armored core 4,33.0,36.0,From Software,"playstation-3, xbox-360",2.0,7210.5,2007,Simulation,505 Games,0.28,0.01,0.12,0.03,0.44,65,8.33,35.83,0.0,43.33,12.5,1.39,11.11,0.0,23.61,1.39,29.17,0.0,20.83,5.56,6.94,31.67,14.93,4.52,18.33,30.54
armored core v,46.0,37.0,From Software,"playstation-3, xbox-360",2.0,6085.5,2012,Simulation,Namco Bandai Games,0.22,0.07,0.2799999999999999,0.03,0.6000000000000001,68,9.68,33.55,3.23,47.74,5.81,0.0,13.64,1.14,22.73,0.0,14.77,4.55,31.82,4.55,6.82,36.49,12.16,17.12,21.62,12.61
armored core: for answer,29.0,22.0,From Software,"playstation-3, xbox-360",2.0,8367.0,2008,Simulation,Ubisoft,0.12,0.03,0.17,0.02,0.34,64,4.24,29.7,1.21,57.58,7.27,0.0,15.69,0.0,10.78,0.0,21.57,2.94,28.43,14.71,5.88,30.39,24.04,6.12,18.82,20.63
armored core: last raven,21.0,16.0,From Software,playstation-2,1.0,8162.0,2005,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18,59,0.99,13.86,0.0,59.41,25.74,0.0,20.63,0.0,12.7,0.0,19.05,0.0,25.4,17.46,4.76,35.53,24.56,9.21,14.91,15.79
armored core: nexus,12.0,19.0,From Software,playstation-2,1.0,6529.0,2004,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.27,73,2.22,35.56,1.11,51.11,10.0,0.0,14.0,2.0,14.0,0.0,34.0,2.0,24.0,6.0,4.0,35.86,24.24,9.09,13.64,17.17
armored core: nine breaker,4.0,25.0,From Software,xbox-360,1.0,12196.0,2004,Simulation,505 Games,0.03,0.03,0.0,0.01,0.0699999999999999,57,2.13,27.66,0.0,55.32,14.89,0.0,22.73,0.0,9.09,4.55,18.18,4.55,31.82,4.55,4.55,25.66,22.12,12.39,22.12,17.7
armored core: verdict day,43.0,18.0,From Software,"playstation-3, xbox-360",2.0,9974.0,2013,Simulation,From Software,0.0,0.0,0.12,0.0,0.12,66,1.79,19.64,0.89,59.82,17.86,0.0,16.33,0.0,12.24,0.0,24.49,0.0,30.61,10.2,6.12,33.07,10.24,18.9,33.07,4.72
army corps of hell,29.0,43.0,Inc.,playstation-vita,1.0,10456.0,2011,Action,Square,0.05,0.04,0.0,0.02,0.11,57,5.88,54.9,1.96,29.41,7.84,0.0,7.69,0.0,7.69,7.69,0.0,7.69,38.46,30.77,0.0,9.3,9.3,26.74,39.53,15.12
army men: green rogue,4.0,13.0,3DO,playstation-2,1.0,10795.0,2001,Action,3DO,0.1,0.07,0.0,0.02,0.19,39,10.53,18.42,0.0,57.89,13.16,0.0,0.0,0.0,47.62,0.0,23.81,9.52,4.76,4.76,9.52,42.22,11.11,8.89,26.67,11.11
army men: rts,8.0,14.0,Pandemic Studios,"pc, playstation-2, gamecube",3.0,11137.0,2002,Strategy,3DO,0.1,0.05,0.0,0.01,0.16,68,8.11,51.35,0.0,37.84,2.7,0.0,8.0,0.0,8.0,0.0,16.0,8.0,40.0,8.0,12.0,35.06,12.99,10.39,23.38,18.18
army men: sarge's war,0.0,26.0,Tactical Development,"pc, gamecube",2.0,9409.0,2004,Shooter,Global Star,0.21,0.05,0.0,0.0,0.26,44,33.33,54.55,0.0,12.12,0.0,0.0,0.0,0.0,30.0,0.0,25.0,5.0,25.0,0.0,15.0,37.84,17.57,6.76,25.68,12.16
army of two,153.0,76.0,EA Montreal,"playstation-3, xbox-360",2.0,1417.5,2008,Shooter,Electronic Arts,1.83,0.64,0.04,0.31,2.8200000000000003,72,15.85,66.07,2.68,14.51,0.89,0.66,3.96,0.0,32.01,0.0,18.48,9.24,5.61,0.99,29.04,51.44,19.48,3.5,11.25,14.33
army of two: the 40th day,102.0,79.0,EA Montreal,"playstation-3, xbox-360, psp",3.0,3412.0,2010,Shooter,Electronic Arts,1.18,0.64,0.01,0.28,2.11,73,14.13,67.14,2.47,15.19,1.06,0.52,1.55,0.52,32.99,0.52,19.59,7.73,5.15,2.58,28.87,49.3,15.65,6.42,12.68,15.96
army of two: the devil's cartel,226.0,55.0,Visceral Games,"playstation-3, xbox-360",2.0,6368.5,2013,Shooter,Electronic Arts,0.27,0.18,0.01,0.07,0.53,54,17.05,72.09,1.55,7.75,1.55,2.2,1.1,0.0,36.26,1.1,24.18,7.69,6.59,1.1,19.78,41.06,22.71,11.11,14.01,11.11
arslan: the warriors of legend,34.0,43.0,Omega Force,"playstation-4, xbox-one, pc",3.0,13478.33,2015,Action,Tecmo Koei,0.03,0.01,0.09,0.01,0.14,69,15.09,73.58,5.66,3.77,1.89,0.0,6.25,0.0,18.75,0.0,25.0,3.13,37.5,3.13,6.25,58.06,6.45,9.68,12.9,12.9
art academy,9.0,15.0,Headstrong Games,ds,1.0,599.0,2010,Misc,Nintendo,0.28,1.68,0.33,0.28,2.5700000000000003,75,26.83,51.22,15.85,6.1,0.0,0.0,10.81,0.0,13.51,0.0,24.32,21.62,16.22,5.41,8.11,22.46,13.04,11.59,33.33,19.57
art academy: lessons for everyone,26.0,14.0,Headstrong Games,3ds,1.0,4249.0,2012,Action,Nintendo,0.2,0.03,0.21,0.02,0.46,81,16.87,66.27,1.2,15.66,0.0,0.0,14.29,0.0,7.14,0.0,14.29,17.86,32.14,3.57,10.71,12.99,6.78,16.38,44.07,19.77
art of fighting anthology,4.0,19.0,SNK Playmore,xbox-360,1.0,13463.0,2006,Fighting,Crave Entertainment,0.02,0.02,0.0,0.01,0.05,60,9.76,30.49,1.22,36.59,21.95,0.0,13.73,5.88,19.61,7.84,19.61,9.8,3.92,1.96,17.65,37.74,15.72,3.14,25.16,18.24
arthur and the invisibles,8.0,22.0,Etranges Libellules,"wii, xbox-360, pc",3.0,14292.0,2007,Adventure,Atari,0.03,0.0,0.0,0.0,0.03,66,42.86,42.86,4.76,4.76,4.76,0.0,0.0,0.0,66.67,0.0,25.0,8.33,0.0,0.0,0.0,50.0,10.0,16.67,10.0,13.33
arx fatalis,8.0,31.0,Arkane Studios,"pc, wii-u",2.0,13122.0,2003,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05,71,3.0,58.0,1.0,36.0,2.0,0.0,3.08,0.0,7.69,0.0,47.69,0.0,38.46,3.08,0.0,34.83,14.93,7.46,18.91,23.88
asphalt 3d,39.0,37.0,Gameloft,3ds,1.0,4072.0,2011,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,43,18.75,58.33,4.17,13.54,5.21,4.0,4.0,0.0,20.0,0.0,28.0,12.0,20.0,2.0,10.0,26.67,17.78,20.74,23.7,11.11
asphalt: injection,35.0,33.0,Gameloft,playstation-vita,1.0,6988.0,2011,Action,Ubisoft,0.14,0.06,0.0,0.04,0.24,49,18.6,53.49,4.65,18.6,4.65,0.0,15.0,0.0,0.0,10.0,25.0,0.0,35.0,10.0,5.0,23.81,11.11,22.22,23.81,19.05
asphalt: urban gt,16.0,38.0,Gameloft,ds,1.0,3380.0,2004,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.5900000000000001,60,35.09,47.37,3.51,10.53,3.51,0.0,5.26,2.63,21.05,0.0,36.84,7.89,7.89,5.26,13.16,29.91,21.37,4.27,28.21,16.24
assassin's creed,1496.0,77.0,Ubisoft Montreal,"playstation-3, xbox-360, pc",3.0,880.0,2007,Adventure,Ubisoft,5.199999999999999,4.48,0.16,1.46,11.3,81,15.22,67.34,2.17,14.79,0.47,0.07,4.33,0.07,19.92,0.2,42.64,1.4,21.32,4.2,5.86,44.74,23.17,5.92,12.96,13.21
assassin's creed chronicles: china,147.0,45.0,Climax Studios,pc,1.0,14085.0,2015,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,69,32.5,53.75,6.25,6.25,1.25,1.67,1.67,0.0,11.67,0.0,1.67,28.33,1.67,1.67,51.67,46.3,23.15,0.93,15.74,13.89
assassin's creed ii,2542.0,82.0,Ubisoft Montreal,"playstation-3, xbox-360, pc",3.0,1287.33,2009,Action,Ubisoft,5.65,3.96,0.29,1.49,11.39,90,15.11,73.43,1.89,9.27,0.3,0.0,4.88,0.17,11.67,0.11,36.14,0.67,35.8,7.3,3.25,39.52,36.17,5.36,10.18,8.77
assassin's creed ii: discovery,32.0,20.0,Griptonite Games,ds,1.0,6143.0,2009,Action,Ubisoft,0.15,0.11,0.0,0.03,0.29,69,23.76,57.43,1.98,14.85,1.98,0.0,2.74,0.0,23.29,2.74,10.96,19.18,2.74,0.0,38.36,42.55,19.68,6.38,14.89,16.49
assassin's creed iii,1873.0,61.0,Ubisoft,"playstation-3, xbox-360, pc, wii-u",4.0,1926.75,2012,Action,Ubisoft,6.24,4.93,0.19,1.74,13.1,84,16.95,67.19,2.44,12.82,0.6,0.24,6.75,0.08,11.46,0.08,29.84,0.65,38.13,9.19,3.58,47.98,21.66,13.54,11.58,5.23
assassin's creed iii: liberation,448.0,71.0,Ubisoft Sofia,playstation-vita,1.0,1288.0,2012,Action,Ubisoft,0.58,0.55,0.06,0.28,1.47,70,19.57,71.3,1.52,6.74,0.87,1.2,3.6,0.4,21.6,0.4,46.8,0.0,13.2,1.2,11.6,32.39,14.93,16.87,25.37,10.45
assassin's creed iv: black flag,1943.0,36.0,Ubisoft,"playstation-3, xbox-360, playstation-4, xbox-one, pc, wii-u",6.0,1821.33,2013,Action,Ubisoft,6.17,5.18,0.2,1.65,13.2,88,15.55,75.84,1.99,6.06,0.56,0.23,11.5,0.23,2.82,0.0,13.15,0.47,50.82,20.19,0.59,39.45,26.9,15.17,13.45,5.04
assassin's creed syndicate,2621.0,88.0,Ubisoft Quebec,"playstation-4, xbox-one, pc",3.0,3172.67,2015,Action,Ubisoft,1.51,2.56,0.06,0.63,4.76,76,17.86,75.47,2.64,3.65,0.38,0.9,5.73,0.0,4.12,0.36,17.2,0.9,58.6,10.57,1.61,39.43,29.01,12.67,14.2,4.7
assassin's creed: altair's chronicles,38.0,30.0,Gameloft,wii,1.0,13155.0,2008,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04,58,31.79,46.36,5.96,13.25,2.65,0.0,3.19,1.06,26.6,5.32,3.19,17.02,3.19,1.06,39.36,31.51,19.18,7.4,18.08,23.84
assassin's creed: bloodlines,152.0,38.0,Griptonite Games,psp,1.0,1605.0,2009,Action,Ubisoft,0.43,0.48,0.05,0.28,1.24,63,23.24,56.04,5.41,7.03,8.29,0.24,12.26,0.47,31.37,1.89,20.75,7.31,4.95,0.47,20.28,32.78,34.99,6.64,12.62,12.96
assassin's creed: brotherhood,1457.0,81.0,Ubisoft Montreal,"playstation-3, xbox-360, pc",3.0,1427.0,2010,Action,Ubisoft,4.86,1.3,0.14,0.64,6.94,89,14.66,71.8,1.9,10.13,1.51,0.0,7.6,0.06,11.53,0.13,34.84,0.58,33.68,8.24,3.35,50.06,27.38,5.38,8.95,8.24
assassin's creed: revelations,1121.0,77.0,Ubisoft Montreal,"playstation-3, xbox-360, pc",3.0,1084.0,2011,Action,Ubisoft,3.8,3.97,0.14,1.29,9.2,80,17.57,71.89,1.82,8.2,0.52,0.18,4.85,0.18,14.91,0.09,40.7,0.45,27.85,4.58,6.2,50.78,25.02,8.68,9.95,5.57
assetto corsa,166.0,35.0,Kunos Simulazioni,pc,1.0,14655.0,2016,Racing,505 Games,0.0,0.05,0.0,0.01,0.06,73,2.82,23.94,1.41,54.93,16.9,0.0,42.11,2.63,10.53,5.26,5.26,2.63,15.79,7.89,7.89,20.22,10.11,8.99,48.31,12.36
asterix & obelix: kick buttix,20.0,8.0,Etranges Libellules,xbox-360,1.0,14121.0,2004,Action,Atari,0.02,0.01,0.0,0.0,0.03,59,18.18,72.73,0.0,4.55,4.55,0.0,6.67,0.0,20.0,0.0,46.67,13.33,0.0,6.67,6.67,27.78,13.89,16.67,16.67,25.0
astro boy,14.0,29.0,Sonic Team,playstation-2,1.0,11247.0,2004,Action,Sega,0.04,0.03,0.0,0.01,0.08,54,22.5,60.0,7.5,10.0,0.0,0.0,0.0,0.0,20.83,8.33,4.17,33.33,0.0,0.0,33.33,30.56,19.44,12.5,19.44,18.06
astro boy: omega factor,36.0,37.0,Treasure,game-boy-advance,1.0,11032.0,2003,Action,THQ,0.06,0.02,0.0,0.0,0.08,85,3.85,61.97,0.0,33.33,0.85,1.26,1.89,0.63,34.59,1.89,23.27,8.81,2.52,1.89,23.27,45.48,30.05,5.32,10.9,8.24
astro boy: the video game,4.0,17.0,High Voltage Software,"wii, ds, playstation-2, psp",4.0,11187.25,2009,Action,D3Publisher,0.28,0.04,0.0,0.03,0.35,48,45.83,33.33,12.5,8.33,0.0,0.0,0.0,0.0,31.58,5.26,15.79,10.53,0.0,5.26,31.58,35.48,32.26,3.23,9.68,19.35
asura's wrath,218.0,54.0,CyberConnect2,"playstation-3, xbox-360",2.0,5843.5,2012,Action,Capcom,0.3299999999999999,0.18,0.0699999999999999,0.07,0.6499999999999999,71,23.11,58.39,7.06,10.95,0.49,0.33,1.96,0.33,38.56,0.33,21.24,4.58,4.9,1.96,25.82,51.78,21.73,7.64,9.17,9.68
atari anniversary advance,0.0,7.0,Digital Eclipse,game-boy-advance,1.0,8056.0,2002,Misc,Atari,0.13,0.05,0.0,0.0,0.18,75,3.85,69.23,0.0,19.23,7.69,18.18,0.0,0.0,18.18,18.18,0.0,9.09,0.0,0.0,36.36,21.43,9.52,0.0,50.0,19.05
atari anthology,0.0,15.0,Digital Eclipse,playstation-2,1.0,5756.0,2004,Misc,Atari,0.52,0.06,0.0,0.06,0.6400000000000001,68,14.55,65.45,3.64,12.73,3.64,0.0,4.55,4.55,22.73,9.09,18.18,9.09,13.64,9.09,9.09,16.92,6.15,8.46,45.38,23.08
atelier annie: alchemists of sera island,11.0,11.0,Gust,ds,1.0,9795.0,2009,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12,70,35.48,57.42,0.65,5.81,0.65,0.0,3.45,0.0,18.39,1.15,37.93,2.3,31.03,0.0,5.75,39.18,10.03,9.72,25.08,15.99
atelier ayesha: the alchemist of dusk,58.0,20.0,Gust,"playstation-3, playstation-vita",2.0,9923.0,2012,Role-Playing,Tecmo Koei,0.06,0.04,0.19,0.02,0.31,76,19.94,70.09,2.85,6.84,0.28,0.43,9.83,0.0,2.14,0.0,6.84,0.85,50.43,28.63,0.85,31.76,30.33,9.22,16.19,12.5
atelier escha & logy: alchemists of the dusk sky,94.0,27.0,Gust,"playstation-3, playstation-vita",2.0,10329.5,2013,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.26,79,10.79,80.32,2.22,6.03,0.63,0.49,34.31,1.47,0.0,0.0,2.45,0.0,23.53,37.75,0.0,36.43,27.65,12.14,18.35,5.43
atelier iris 2: the azoth of destiny,21.0,34.0,Gust,xbox-360,1.0,12392.0,2005,Role-Playing,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,68,21.45,71.3,2.03,4.64,0.58,0.0,9.09,0.79,1.19,0.0,7.51,0.0,51.78,29.64,0.0,41.31,27.07,6.84,12.82,11.97
